id	value
840	39382
841	39422
842	39462
843	39502
844	39542
845	39582
846	39622
847	39662
848	39702
849	39742
850	39782
851	39822
852	39862
853	39902
854	39942
855	39982
856	40021
857	40061
858	40101
859	40141
860	40180
861	40220
862	40260
863	40300
864	40339
865	40379
866	40418
867	40458
868	40497
869	40537
870	40576
871	40616
872	40655
873	40695
874	40734
875	40773
876	40813
877	40852
878	40891
879	40931
880	40970
881	41009
882	41048
883	41087
884	41127
885	41166
886	41205
887	41244
888	41283
889	41322
890	41361
891	41400
892	41439
893	41478
894	41517
895	41556
896	41595
897	41633
898	41672
899	41711
900	41750
901	41788
902	41827
903	41866
904	41904
905	41943
906	41982
907	42020
908	42059
909	42097
910	42136
911	42174
912	42213
913	42251
914	42290
915	42328
916	42366
917	42405
918	42443
919	42481
920	42520
921	42558
922	42596
923	42634
924	42672
925	42711
926	42749
927	42787
928	42825
929	42863
930	42901
931	42939
932	42977
933	43015
934	43053
935	43091
936	43128
937	43166
938	43204
939	43242
940	43280
941	43317
942	43355
943	43393
944	43430
945	43468
946	43506
947	43543
948	43581
949	43618
950	43656
951	43693
952	43731
953	43768
954	43806
955	43843
956	43880
957	43918
958	43955
959	43992
960	44029
961	44067
962	44104
963	44141
964	44178
965	44215
966	44252
967	44289
968	44326
969	44363
970	44400
971	44437
972	44474
973	44511
974	44548
975	44585
976	44622
977	44659
978	44695
979	44732
980	44769
981	44806
982	44842
983	44879
984	44915
985	44952
986	44989
987	45025
988	45062
989	45098
990	45135
991	45171
992	45207
993	45244
994	45280
995	45316
996	45353
997	45389
998	45425
999	45462
1000	45498
1001	45534
1002	45570
1003	45606
1004	45642
1005	45678
1006	45714
1007	45750
1008	45786
1009	45822
1010	45858
1011	45894
1012	45930
1013	45966
1014	46002
1015	46037
1016	46073
1017	46109
1018	46145
1019	46180
1020	46216
1021	46252
1022	46287
1023	46323
1024	46358
1025	46394
1026	46429
1027	46465
1028	46500
1029	46536
1030	46571
1031	46606
1032	46642
1033	46677
1034	46712
1035	46747
1036	46783
1037	46818
1038	46853
1039	46888
1040	46923
1041	46958
1042	46993
1043	47028
1044	47063
1045	47098
1046	47133
1047	47168
1048	47203
1049	47238
1050	47273
1051	47308
1052	47342
1053	47377
1054	47412
1055	47446
1056	47481
1057	47516
1058	47550
1059	47585
1060	47619
1061	47654
1062	47688
1063	47723
1064	47757
1065	47792
1066	47826
1067	47860
1068	47895
1069	47929
1070	47963
1071	47998
1072	48032
1073	48066
1074	48100
1075	48134
1076	48168
1077	48202
1078	48237
1079	48271
1080	48305
1081	48338
1082	48372
1083	48406
1084	48440
1085	48474
1086	48508
1087	48542
1088	48575
1089	48609
1090	48643
1091	48676
1092	48710
1093	48744
1094	48777
1095	48811
1096	48844
1097	48878
1098	48911
1099	48945
1100	48978
1101	49012
1102	49045
1103	49078
1104	49112
1105	49145
1106	49178
1107	49211
1108	49244
1109	49278
1110	49311
1111	49344
1112	49377
1113	49410
1114	49443
1115	49476
1116	49509
1117	49542
1118	49575
1119	49608
1120	49640
1121	49673
1122	49706
1123	49739
1124	49771
1125	49804
1126	49837
1127	49869
1128	49902
1129	49935
1130	49967
1131	50000
1132	50032
1133	50065
1134	50097
1135	50129
1136	50162
1137	50194
1138	50226
1139	50259
1140	50291
1141	50323
1142	50355
1143	50387
1144	50420
1145	50452
1146	50484
1147	50516
1148	50548
1149	50580
1150	50612
1151	50644
1152	50675
1153	50707
1154	50739
1155	50771
1156	50803
1157	50834
1158	50866
1159	50898
1160	50929
1161	50961
1162	50993
1163	51024
1164	51056
1165	51087
1166	51119
1167	51150
1168	51182
1169	51213
1170	51244
1171	51276
1172	51307
1173	51338
1174	51369
1175	51401
1176	51432
1177	51463
1178	51494
1179	51525
1180	51556
1181	51587
1182	51618
1183	51649
1184	51680
1185	51711
1186	51742
1187	51773
1188	51803
1189	51834
1190	51865
1191	51896
1192	51926
1193	51957
1194	51988
1195	52018
1196	52049
1197	52079
1198	52110
1199	52140
1200	52171
1201	52201
1202	52231
1203	52262
1204	52292
1205	52322
1206	52353
1207	52383
1208	52413
1209	52443
1210	52473
1211	52503
1212	52534
1213	52564
1214	52594
1215	52624
1216	52653
1217	52683
1218	52713
1219	52743
1220	52773
1221	52803
1222	52832
1223	52862
1224	52892
1225	52922
1226	52951
1227	52981
1228	53010
1229	53040
1230	53069
1231	53099
1232	53128
1233	53158
1234	53187
1235	53216
1236	53246
1237	53275
1238	53304
1239	53334
1240	53363
1241	53392
1242	53421
1243	53450
1244	53479
1245	53508
1246	53537
1247	53566
1248	53595
1249	53624
1250	53653
1251	53682
1252	53711
1253	53739
1254	53768
1255	53797
1256	53826
1257	53854
1258	53883
1259	53911
1260	53940
1261	53969
1262	53997
1263	54026
1264	54054
1265	54082
1266	54111
1267	54139
1268	54167
1269	54196
1270	54224
1271	54252
1272	54280
1273	54308
1274	54337
1275	54365
1276	54393
1277	54421
1278	54449
1279	54477
1280	54505
1281	54533
1282	54560
1283	54588
1284	54616
1285	54644
1286	54672
1287	54699
1288	54727
1289	54755
1290	54782
1291	54810
1292	54837
1293	54865
1294	54892
1295	54920
1296	54947
1297	54974
1298	55002
1299	55029
1300	55056
1301	55084
1302	55111
1303	55138
1304	55165
1305	55192
1306	55219
1307	55246
1308	55274
1309	55300
1310	55327
1311	55354
1312	55381
1313	55408
1314	55435
1315	55462
1316	55489
1317	55515
1318	55542
1319	55569
1320	55595
1321	55622
1322	55648
1323	55675
1324	55701
1325	55728
1326	55754
1327	55781
1328	55807
1329	55833
